BOOK_ID	FILENAME	LIBRARIES	TITLE	AUTH_LAST	AUTH_FIRST	AUTH_ID	WRITTEN_AS	PUBL_CITY	PUBLISHER	PUBL_DATE	SOURCE	NATIONALITY	GENRE	CLEAN?	GENRE_2	BESTSELLER?	paperId	year
osu.32435010391118	osu.32435010391118.txt		Broken butterflies	Kinney	['Henry', 'Walsworth']					1924	extracted_features						osu.32435010391118	1924
uc1.32106002143268	uc1.32106002143268.txt		Tracy's tiger	Saroyan	['William']					1951	extracted_features						uc1.32106002143268	1951
uc1.b3116696	uc1.b3116696.txt		They sought for paradise	Engstrand	['Stuart', 'David']					1939	extracted_features						uc1.b3116696	1939
11322	00011322.txt	59.0	Men and wives	Compton-Burnett	I.	A_00708		London	W Heinemann Ltd.	1931	k	British					11322	1931
uc1.$b102429	uc1.$b102429.txt		To wake in the morning	Krech	['Hilda', 'Sidney']					1954	extracted_features						uc1.$b102429	1954
inu.39000005016311	inu.39000005016311.txt		Myths and superstitions of the Buchan District	Milne	['John']					1915	extracted_features						inu.39000005016311	1915
11201	00011201.txt	17.0	Knock four times	Irwin	Margaret	A_01756		London	W. Heinemann	1927	k	British					11201	1927
20284	00020284.txt	37.0	Gidget	Kohner	Frederick	A_01946		New York/N.Y.	. : Putnam	1957	k	American		c			20284	1957
23560	00023560.txt	1054.0	No holly for Miss Quinn	Saint	Dora Jessie	A_03006	1.0	Boston	Houghton Mifflin Co.	1976	k	British		c			23560	1976
4455	00004455.txt	1136.0	Main Street	Lewis	Sinclair	A_02064		New York	"""Harcourt, Brace & Co."""	1920	g	American	REAL	c		YES	4455	1920
24763	00024763.txt	754.0	Mangrove squeeze	Shames	Laurence	A_04227		New York	Hyperion	1998	k	American		c			24763	1998
uc2.ark+=13960=t3vt1hd32	uc2.ark+=13960=t3vt1hd32.txt		Tommy Smith's animals	Selous	['Edmund']					1912	hathi_fulltext						uc2.ark+=13960=t3vt1hd32	1912
23471	00023471.txt	1474.0	Men at arms	Waugh	Evelyn	A_03538		Boston	"""Little, Brown"""	1952	k	British		c			23471	1952
uc2.ark+=13960=t8bg2kr6g	uc2.ark+=13960=t8bg2kr6g.txt		Autobiography	Jesus	['Christ']					1894	hathi_fulltext						uc2.ark+=13960=t8bg2kr6g	1894
23958	00023958.txt	424.0	Mirror bride	Peart	Jane	A_02686		Grand Rapids	Zondervan	1993	k	American		c			23958	1993
11447	00011447.txt	42.0	The trail of Fu Manchu	Ward	Arthur Henry	A_03512	1.0	Garden City/N.Y.	George H. Doran Co.	1934	k	British					11447	1934
24699	00024699.txt	663.0	Balls	Kincaid	Nanci	A_04039		"""Chapel Hill, NC"""	Algonquin Books of Chapel Hill	1998	k	American		c			24699	1998
20485	00020485.txt	208.0	When they come from space	Clifton	Mark	A_00669		Garden City/N.Y.	"""Doubleday, Page & Co."""	1962	k	American		c			20485	1962
uc1.$b106053	uc1.$b106053.txt		S. S. Silverspray, a novel	Langdon	['Franklin', 'Coasten']					1958	extracted_features						uc1.$b106053	1958
mdp.39015010799024	mdp.39015010799024.txt		"The ""Canary"" murder case; a Philo Vance story"	Van	['Dine', 'S', 'S']					1927	extracted_features						mdp.39015010799024	1927
3886	00003886.txt	49.0	Beyond the frontier	Parrish	Randall	A_02656		Chicago	A.C. McClurg & Co.	1915	g	American					3886	1915
24009	00024009.txt	407.0	Bad apple	Bruno	Anthony	A_00443		New York	Delacorte Press	1994	k	American		c			24009	1994
25587	00025587.txt	866.0	Call no man father	Kienzle	William X	A_01903		Kansas City	Andrews & McMeel	1995	k	American		c			25587	1995
20933	00020933.txt	1644.0	A beggar in Jerusalem	Wiesel	Elie	A_03619		New York	Random House	1970	k	American		c			20933	1970
mdp.39015063959129	mdp.39015063959129.txt		Chronicles of a Kentucky settlement	Watts	['William', 'Courtney']					1897	hathi_fulltext						mdp.39015063959129	1897
20586	00020586.txt	1114.0	Second skin	Hawkes	John	A_01588			"""Norfolk, Conn. : New Directions"""	1964	k	American		c			20586	1964
11302	00011302.txt	53.0	Strong poison	Sayers	Dorothy L.	A_03040		New York	Brewer & Warren Inc.	1930	k	British		c			11302	1930
3377	00003377.txt	610.0	The long roll	Johnston	Mary	A_01828		Boston/Cambridge	Houghton Mifflin Co.	1911	g	American				YES	3377	1911
uc1.32106012931710	uc1.32106012931710.txt		Manhattan transfer	Dos	['Passos', 'John']					1925	extracted_features						uc1.32106012931710	1925
mdp.39015071622828	mdp.39015071622828.txt		The man from Red Keg	Thwing	['Eugene']					1905	hathi_fulltext						mdp.39015071622828	1905
11199	00011199.txt	21.0	Love lies dreaming	Forester	C. S.	A_01221		Indianapolis	Bobbs-Merrill	1927	k	British					11199	1927
1719	00001719.txt	55.0	Mr. Dooley in the hearts of his countrymen	Dunne	Finley Peter	A_01023		Boston	"""Small, Maynard"""	1899	g	American					1719	1899
11542	00011542.txt	13.0	Lycanthrope	Phillpotts	Eden	A_02739		London	Thornton Butterworth	1937	k	British					11542	1937
uc1.$b105340	uc1.$b105340.txt		Charlotte and Dr. James	McCrone	['Guy']					1956	extracted_features						uc1.$b105340	1956
wu.89095152047	wu.89095152047.txt		Eben Holden's last day a-fishing	Bacheller	['Irving', 'Addison']					1900	hathi_fulltext						wu.89095152047	1900
20595	00020595.txt	78.0	The hostile land	Lee	Wayne C	A_02031			Arcadia House	1964	k	American		c			20595	1964
20307	00020307.txt	87.0	A man of good zeal	Beahn	John Edward	A_00209			"""Westminster, Md., Newman Press"""	1958	k	American		c			20307	1958
mdp.39015003463455	mdp.39015003463455.txt		The house at Pooh Corner	Milne	['A', 'A', 'Alan', 'Alexander']					1927	extracted_features						mdp.39015003463455	1927
uc1.$b245065	uc1.$b245065.txt		All through the night	Vaughan	['Richard']					1957	extracted_features						uc1.$b245065	1957
23720	00023720.txt	381.0	Flicker	Roszak	Theodore	A_04206		New York	Summit Books	1991	k	American		c			23720	1991
3142	00003142.txt	39.0	The king of Arcadia	Lynde	Francis	A_02161		New York	Charles Scribner's Sons	1909	g	American					3142	1909
10553	00010553.txt	89.0	My ears are bent	Mitchell	Joseph	A_02430		New York	Sheridan House	1938	k	American					10553	1938
mdp.39015007020871	mdp.39015007020871.txt		Down there on a visit	Isherwood	['Christopher']					1961	extracted_features						mdp.39015007020871	1961
20218	00020218.txt	250.0	Man on a rope	Coxe	George Harmon	A_00769		New York	Alfred A. Knopf	1956	k	American		c			20218	1956
11170	00011170.txt	39.0	These old shades	Heyer	Georgette	A_01642		London	Heinemann	1926	k	British					11170	1926
uc2.ark+=13960=t8kd1sz0v	uc2.ark+=13960=t8kd1sz0v.txt		The half-moon girl, or, The rajah's daughter	Marchant	['Bessie']					1898	hathi_fulltext						uc2.ark+=13960=t8kd1sz0v	1898
21851	00021851.txt	331.0	Slade's glacier	Jones	Robert F.	A_01842		New York	Simon & Schuster	1981	k	American		c			21851	1981
24749	00024749.txt	1394.0	Genuine lies	Roberts	Nora	A_02926		New York	Bantam Books	1998	k	American	ROM	c			24749	1998
uc1.b3321907	uc1.b3321907.txt		So near akin : a novel	Bengough	['M', 'A']					1891	hathi_fulltext						uc1.b3321907	1891
25903	00025903.txt	450.0	Fear nothing	Koontz	Dean	A_04592			"""Thorndike, Me. : G.K. Hall"""	1998	k	American		c			25903	1998
mdp.49015002676097	mdp.49015002676097.txt		Helen Ford	Alger	['Horatio']					1899	extracted_features						mdp.49015002676097	1899
nyp.33433075747059	nyp.33433075747059.txt		Running horse inn	Sheppard	['Alfred', 'Tresidder']					1907	hathi_fulltext						nyp.33433075747059	1907
20810	00020810.txt	233.0	My main mother	Beckham	Barry	A_00226		New York	Walker	1969	k	American		c			20810	1969
mdp.39015066617666	mdp.39015066617666.txt		The real Silvestri	Soldati	['Mario']					1960	extracted_features						mdp.39015066617666	1960
11385	00011385.txt	37.0	Last men in London	Stapledon	Olaf	A_03232		London	Methuen	1932	k	British		c			11385	1932
11438	00011438.txt	21.0	Company parade	Jameson	Storm	A_01784		London	Cassell	1934	k	British					11438	1934
11490	00011490.txt	39.0	Return to Coolami	Dark	Eleanor	A_00847		London	Collins	1936	k	Australian					11490	1936
11852	00011852.txt	24.0	Joy and Josephine	Dickens	Monica	A_00931		London	M. Joseph	1948	k	British		c			11852	1948
11269	00011269.txt	29.0	Pelts and powder	McKelvie	B. A.	A_02342		London	J.M. Dent	1929	k	Canadian					11269	1929
mdp.39015030017753	mdp.39015030017753.txt		The emigrants	Bojer	['Johan']					1925	extracted_features						mdp.39015030017753	1925
21168	00021168.txt	257.0	Stronghold	Ellin	Stanley	A_01069		New York	Random House	1974	k	American		c			21168	1974
10745	00010745.txt	46.0	Johnnie	Hughes	Dorothy B.	A_01728		New York	"""Duell, Sloan & Pearce"""	1944	k	American					10745	1944
23610	00023610.txt	1336.0	Memoirs of a dance-hall romeo	Patterson	Harry	A_02669	1.0	New York	Simon & Schuster	1989	k	British		c			23610	1989
21063	00021063.txt	879.0	Memoirs of an ex-prom queen	Shulman	Alix Kates	A_03128		New York	Alfred A. Knopf	1972	k	American		c			21063	1972
21638	00021638.txt	1697.0	The green ripper	MacDonald	John D.	A_02169		New York	Lippincott	1979	k	American		c			21638	1979
11057	00011057.txt	335.0	The tale of Jemima Puddle-duck	Potter	Beatrix	A_02788		New York	F. Warne	1936	k	English					11057	1936
10732	00010732.txt	1152.0	Dangling man	Bellow	Saul	A_00242		New York	Vanguard Press	1944	k	American	MOD	c			10732	1944
22940	00022940.txt	348.0	The night of the weeping women	Naumoff	Lawrence	A_02532		New York	Atlantic Monthly Press	1988	k	American		c			22940	1988
11791	00011791.txt	396.0	My lady of Cleves	Barnes	Margaret Campbell	A_00170		Philadelphia	Macrae-Smith-Co.	1946	k	British		c			11791	1946
11182	00011182.txt	77.0	Lolly Willowes	Warner	Sylvia Townsend	A_03523		London	Chatto & Windus	1926	k	British					11182	1926
21178	00021178.txt	316.0	Decades	Harris	Ruth	A_01563		New York	Simon & Schuster	1974	k	American		c			21178	1974
mdp.49015002389782	mdp.49015002389782.txt		Like lesser gods	Tomasi	['Mari']					1949	extracted_features						mdp.49015002389782	1949
10706	00010706.txt	14.0	Sally's in the alley	Davis	Norbert	A_00873		New York	W. Morrow	1943	k	American		c			10706	1943
24214	00024214.txt	1774.0	Wicked	Maguire	Gregory	A_04087		New York	ReganBooks	1995	k	American		c			24214	1995
uc2.ark+=13960=t0gt5gq2g	uc2.ark+=13960=t0gt5gq2g.txt		The man in the brown derby	Hastings	['Wells', 'Southworth']					1911	hathi_fulltext						uc2.ark+=13960=t0gt5gq2g	1911
21608	00021608.txt	332.0	Dinah Faire	Coffman	Virginia	A_00685		New York	Arbor House	1979	k	American		c			21608	1979
mdp.39015005091759	mdp.39015005091759.txt		A law for the lion	Auchincloss	['Louis']					1953	extracted_features						mdp.39015005091759	1953
24908	00024908.txt	896.0	The stargazer	Jaffe	Michele	A_04015		New York	Pocket Books	1999	k	American		c			24908	1999
23347	00023347.txt	709.0	Floating in my mother's palm	Hegi	Ursula	A_01610		New York	Poseidon Press	1990	k	American		c			23347	1990
uc1.$b400471	uc1.$b400471.txt		I, Keturah : a novel	Wolff	['Ruth']					1963	extracted_features						uc1.$b400471	1963
mdp.39015030048493	mdp.39015030048493.txt		Stories from the Transatlantic review	McCrindle	['Joseph', 'F']					1970	extracted_features						mdp.39015030048493	1970
20688	00020688.txt	156.0	The last bridge	Garfield	Brian	A_01305		New York	McKay	1966	k	American		c			20688	1966
11012	00011012.txt	121.0	One foot in America	Suhl	Yuri	A_03311		New York	Macmillan Co.	1950	k	American		c			11012	1950
10691	00010691.txt	137.0	The moon is down	Steinbeck	John	A_03245		New York	P.F. Collier & Son	1942	k	American	REAL	c	NAT	YES	10691	1942
4702	00004702.txt	305.0	The trail of conflict	Loring	Emilie Baker	A_02125		New York	Grosset & Dunlap	1922	g	American					4702	1922
2690	00002690.txt	39.0	Ten girls from Dickens	Sweetser	Kate Dickinson	A_03321		New York	Harper & Bros.	1905	g	American					2690	1905
nyp.33433076067606	nyp.33433076067606.txt		The girl	Keith	['Katherine']					1917	hathi_fulltext						nyp.33433076067606	1917
20314	00020314.txt	114.0	This is Adam	Cheney	Brainard	A_00629		New York	"""McDowell, Obolensky"""	1958	k	American		c			20314	1958
mdp.39015000610322	mdp.39015000610322.txt		The voyage out	Woolf	['Virginia']					1920	hathi_fulltext						mdp.39015000610322	1920
10345	00010345.txt	28.0	Murder in a library	Dutton	Charles J.	A_01030		New York	"""Dodd, Mead & Co."""	1931	k	American		c			10345	1931
23255	00023255.txt	415.0	Voyage to the Red Planet	Bisson	Terry	A_00297		New York	Morrow	1990	k	American		c			23255	1990
11484	00011484.txt	12.0	Fly away Paul	Canning	Victor	A_00539		New York	Reynal & Hitchcock	1936	k	British					11484	1936
25640	00025640.txt	511.0	The white boy shuffle	Beatty	Paul	A_04331		Boston	Houghton Mifflin Co.	1996	k	American		c			25640	1996
11144	00011144.txt	14.0	The puzzle lock	Freeman	R. Austin	A_01255		New York	A.L. Burt Co.	1925	k	British					11144	1925
11707	00011707.txt	46.0	The daffodil affair	Stewart	J. I. M.	A_03268	1.0	New York	"""Dodd, Mead"""	1942	k	Scottish					11707	1942
21076	00021076.txt	562.0	The end of the dream	Wylie	Philip	A_03731		Garden City/N.Y.	"""Doubleday, Page & Co."""	1972	k	American		c			21076	1972
4325	00004325.txt	64.0	The cup of fury	Hughes	Rupert	A_01732		New York/London	Harper & Bros.	1919	g	American					4325	1919
23486	00023486.txt	839.0	Anglo-Saxon attitudes	Wilson	Angus	A_03660		New York	Viking Press	1956	k	British		c			23486	1956
25380	00025380.txt	876.0	So far from God	Castillo	Ana	A_04350		New York	W.W. Norton	1993	k	American		c			25380	1993
